ride_id,captain_id,customer_id,ride_date,month,year,time,slot,app_opened,ride_booked,app_label,status,vehicle,km,weather,price,platform,captain,login,logout,hrs,rating
100032,2475,8374,12-06-2025,June,2025,04-02-2026 13:26,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,8.66,Normal,129.9,32.48,86.96,01-04-2025 07:20,31-03-2025 13:02,9.77,4.272405272
100033,2189,6519,18-04-2025,April,2025,04-02-2026 03:54,Night,Opened,Not Booked,Opened & Booked,Rider Not Found,Auto,7.34,Normal,115.79,40.37,121.11,01-04-2025 07:20,31-03-2025 13:02,1.53,4.272405272
100034,2562,6681,16-04-2025,April,2025,04-02-2026 11:14,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,8.79,Rainy,164.81,41.2,123.61,01-04-2025 07:20,31-03-2025 13:02,6.32,4.7
100035,2297.121179,8839,20-01-2025,January,2025,04-02-2026 11:56,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,9.45,Normal,141.75,35.44,106.31,01-04-2025 07:20,31-03-2025 13:02,6.98,3.7
100036,2297.121179,6997,14-03-2025,March,2025,04-02-2026 22:05,Night,Opened,Booked,Opened & Booked,Cancelled by Customer,Bike,6.81,Normal,115.79,25.54,76.61,01-04-2025 07:20,31-03-2025 13:02,6.77,4.272405272
100037,2504,5226,16-06-2025,January,2025,04-02-2026 00:37,Night,Opened,Booked,Opened & Booked,Rider Not Found,Bike,8.75,Rainy,115.79,41.02,123.04,01-04-2025 07:20,31-03-2025 13:02,1.58,4.272405272
100038,2130,6259,04-01-2025,January,2025,04-02-2026 11:56,Evening,Not Opened,Not Booked,Not Opened,Rider Not Found,Auto,5.925,Normal,87.34,21.84,65.5,01-04-2025 07:20,31-03-2025 13:02,2.47,4.272405272
100039,2484,5872,19-01-2025,January,2025,04-02-2026 13:41,Afternoon,Opened,Booked,Opened & Booked,Cancelled by Customer,Bike,9.11,Normal,136.65,34.16,102.49,01-04-2025 07:20,31-03-2025 13:02,0.62,4.272405272
100040,2020,5891,12-04-2025,April,2025,04-02-2026 07:00,Morning,Opened,Booked,Opened & Booked,Confirmed,Cab,4,Normal,140,35,105,01-04-2025 07:20,31-03-2025 13:02,0.93,4.9
100041,2166,6478,16-04-2025,June,2025,04-02-2026 20:42,Evening,Opened,Booked,Opened & Booked,Cancelled by Customer,Bike,2.98,Rainy,55.88,13.97,41.91,01-04-2025 07:20,31-03-2025 13:02,5.32,4.272405272
100042,2273,6036,16-04-2025,June,2025,04-02-2026 05:47,Morning,Not Opened,Not Booked,Not Opened,Rider Not Found,Cab,5.925,Normal,196.35,49.09,147.26,01-04-2025 07:20,31-03-2025 13:02,0.95,4.272405272
100043,2387,7257,16-04-2025,May,2025,04-02-2026 11:56,Morning,Opened,Booked,Opened & Booked,Cancelled by Captain,Bike,1.97,Normal,29.55,28.99,22.16,01-04-2025 07:20,31-03-2025 13:02,3.13,4.272405272
100044,2315,7788,16-04-2025,January,2025,04-02-2026 12:27,Morning,Opened,Booked,Opened & Booked,Cancelled by Captain,Bike,4.21,Rainy,78.94,19.74,59.2,01-04-2025 07:20,31-03-2025 13:02,2.9,4.272405272
100045,2013,5396,27-03-2025,March,2025,04-02-2026 11:56,Night,Opened,Booked,Opened & Not Booked,Rider Not Found,Bike,7.14,Normal,115.79,26.78,80.32,01-04-2025 07:20,31-03-2025 13:02,8.27,4.272405272
100046,2241,7010.238166,21-02-2025,February,2025,04-02-2026 11:56,Evening,Opened,Booked,Opened & Booked,Confirmed,Cab,6.83,Normal,239.05,59.76,179.29,01-04-2025 07:20,31-03-2025 13:02,5.27,5
100047,2345,7078,21-04-2025,April,2025,04-02-2026 11:56,Morning,Not Opened,Not Booked,Opened & Booked,Rider Not Found,Bike,7.92,Normal,118.8,29.7,89.1,01-04-2025 07:20,31-03-2025 13:02,7.8,4.272405272
100048,2564,7945,30-06-2025,June,2025,04-02-2026 23:17,Night,Opened,Booked,Opened & Not Booked,Rider Not Found,Bike,7.97,Normal,119.55,29.89,89.66,01-04-2025 07:20,31-03-2025 13:02,3.87,4.272405272
100049,2339,7010.238166,19-04-2025,April,2025,04-02-2026 16:15,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,7.12,Normal,106.8,26.7,80.1,01-04-2025 07:20,31-03-2025 13:02,5.5,5
100050,2091,5648,27-03-2025,March,2025,04-02-2026 12:12,Afternoon,Opened,Booked,Opened & Booked,Cancelled by Customer,Bike,3.45,Rainy,64.69,16.17,86.96,01-04-2025 07:20,31-03-2025 13:02,7.78,4.272405272
100051,2297.121179,5328,12-02-2025,February,2025,04-02-2026 17:12,Morning,Opened,Booked,Opened & Booked,Confirmed,Auto,8.77,Normal,192.94,48.24,144.7,01-04-2025 07:20,31-03-2025 13:02,0.67,4.6
100052,2454,7010.238166,11-02-2025,February,2025,04-02-2026 07:23,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,5.67,Normal,85.05,21.26,63.79,01-04-2025 07:20,31-03-2025 13:02,2.2,4.2
100053,2427,6482,31-03-2025,March,2025,04-02-2026 18:56,Evening,Opened,Not Booked,Opened & Not Booked,Confirmed,Auto,6.72,Normal,147.84,36.96,110.88,01-04-2025 07:20,31-03-2025 13:02,8.58,4.272405272
100054,2508,8893,25-04-2025,April,2025,04-02-2026 20:28,Evening,Opened,Booked,Opened & Booked,Confirmed,Auto,6.31,Normal,138.82,28.99,104.12,01-04-2025 07:20,31-03-2025 13:02,2.32,4.5
100055,2034,5951,16-04-2025,January,2025,04-02-2026 06:44,Morning,Opened,Booked,Opened & Booked,Confirmed,Cab,10.72,Normal,375.2,93.8,281.4,01-04-2025 07:20,31-03-2025 13:02,2.03,5
100056,2205,7005,31-05-2025,May,2025,04-02-2026 14:12,Afternoon,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,2.42,Normal,36.3,9.07,27.23,01-04-2025 07:20,31-03-2025 13:02,9.5,4.272405272
100057,2080,7016,12-02-2025,January,2025,04-02-2026 11:56,Evening,Opened,Booked,Opened & Booked,Confirmed,Bike,4.97,Normal,74.55,18.64,55.91,01-04-2025 07:20,31-03-2025 13:02,8.93,4.272405272
100058,2561,8171,18-03-2025,March,2025,04-02-2026 12:57,Afternoon,Opened,Booked,Opened & Booked,Rider Not Found,Cab,7.59,Rainy,332.06,83.02,249.04,01-04-2025 07:20,31-03-2025 13:02,3.43,4.272405272
100059,2387,7668,05-06-2025,June,2025,04-02-2026 01:54,Night,Opened,Booked,Opened & Booked,Cancelled by Customer,Bike,6.07,Normal,91.05,22.76,68.29,01-04-2025 07:20,31-03-2025 13:02,7.8,4.272405272
100060,2297.121179,6878,17-05-2025,May,2025,04-02-2026 19:04,Evening,Opened,Not Booked,Opened & Booked,Rider Not Found,Bike,4.55,Normal,68.25,17.06,51.19,01-04-2025 07:20,31-03-2025 13:02,9,4.272405272
100061,2389,6196,20-01-2025,January,2025,04-02-2026 01:04,Night,Opened,Booked,Opened & Booked,Confirmed,Auto,0.25,Normal,5.5,28.99,4.12,01-04-2025 07:20,31-03-2025 13:02,2.3,4.1
100062,2297.121179,6772,08-02-2025,February,2025,04-02-2026 21:39,Evening,Not Opened,Booked,Not Opened,Rider Not Found,Bike,5.14,Rainy,96.38,24.1,72.28,01-04-2025 07:20,31-03-2025 13:02,5.27,4.272405272
100063,2105,5161,16-04-2025,January,2025,04-02-2026 13:44,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,7.09,Rainy,132.94,33.24,99.7,01-04-2025 07:20,31-03-2025 13:02,8.63,3.8
100064,2476,8976,12-01-2025,January,2025,04-02-2026 03:58,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,7.63,Normal,114.45,28.61,85.84,01-04-2025 07:20,31-03-2025 13:02,5.17,3.8
100065,2401,6751,11-01-2025,January,2025,04-02-2026 05:01,Morning,Not Opened,Not Booked,Not Opened,Confirmed,Bike,5.925,Normal,82.5,20.62,86.96,01-04-2025 07:20,31-03-2025 13:02,4.05,4.272405272
100066,2555,5775,03-06-2025,January,2025,04-02-2026 23:35,Night,Not Opened,Not Booked,Opened & Booked,Rider Not Found,Bike,6.53,Normal,97.95,24.49,86.96,01-04-2025 07:20,31-03-2025 13:02,8.1,4.272405272
100067,2161,8334,16-04-2025,February,2025,04-02-2026 16:08,Afternoon,Opened,Not Booked,Not Opened,Rider Not Found,Bike,5.925,Normal,38.55,9.64,28.91,01-04-2025 07:20,31-03-2025 13:02,7.45,4.272405272
100068,2201,6827,04-06-2025,June,2025,04-02-2026 11:56,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,7.17,Rainy,134.44,33.61,100.83,01-04-2025 07:20,31-03-2025 13:02,8.98,3.8
100069,2269,7321,11-01-2025,January,2025,04-02-2026 03:52,Night,Opened,Booked,Opened & Booked,Cancelled by Captain,Auto,6.03,Normal,132.66,33.16,99.5,01-04-2025 07:20,31-03-2025 13:02,5.87,4.272405272
100070,2270,8074,07-02-2025,January,2025,04-02-2026 03:14,Night,Opened,Booked,Opened & Booked,Cancelled by Customer,Auto,6.5,Normal,143,35.75,107.25,01-04-2025 07:20,31-03-2025 13:02,3.45,4.272405272
100071,2455,6051,08-04-2025,April,2025,04-02-2026 15:06,Afternoon,Opened,Booked,Opened & Booked,Rider Not Found,Auto,5.34,Normal,117.48,29.37,86.96,01-04-2025 07:20,31-03-2025 13:02,2.22,4.272405272
100072,2461,7373,20-06-2025,June,2025,04-02-2026 17:15,Evening,Opened,Booked,Opened & Booked,Cancelled by Captain,Bike,6.64,Normal,99.6,24.9,74.7,01-04-2025 07:20,31-03-2025 13:02,2.47,4.272405272
100073,2251,5939,19-01-2025,January,2025,04-02-2026 15:20,Afternoon,Not Opened,Not Booked,Not Opened,Rider Not Found,Auto,7.9,Normal,173.8,43.45,130.35,01-04-2025 07:20,31-03-2025 13:02,5.27,4.272405272
100074,2295,8220,14-05-2025,May,2025,04-02-2026 11:28,Morning,Opened,Booked,Opened & Booked,Confirmed,Cab,6.77,Normal,236.95,59.24,177.71,01-04-2025 07:20,31-03-2025 13:02,7.3,4.1
100075,2337,5539,23-06-2025,January,2025,04-02-2026 02:56,Night,Opened,Booked,Opened & Booked,Confirmed,Auto,0.53,Normal,11.66,28.99,8.74,01-04-2025 07:20,31-03-2025 13:02,1.45,4.6
100076,2052,7535,26-04-2025,April,2025,04-02-2026 03:36,Night,Not Opened,Not Booked,Not Opened,Rider Not Found,Bike,6.83,Normal,150.26,37.56,112.7,01-04-2025 07:20,31-03-2025 13:02,2.43,4.272405272
100077,2216,5821,23-04-2025,April,2025,04-02-2026 17:14,Evening,Opened,Booked,Opened & Booked,Confirmed,Bike,5.925,Normal,72.6,18.15,54.45,01-04-2025 07:20,31-03-2025 13:02,5.27,4.5
100078,2187,6461,19-06-2025,June,2025,04-02-2026 10:29,Morning,Opened,Booked,Opened & Booked,Cancelled by Captain,Auto,3.88,Normal,85.36,21.34,64.02,01-04-2025 07:20,31-03-2025 13:02,0.83,4.272405272
100079,2297.121179,6088,06-03-2025,March,2025,04-02-2026 02:43,Night,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Auto,10.05,Normal,221.1,55.28,86.96,01-04-2025 07:20,31-03-2025 13:02,1.8,4.272405272
100080,2492,5355,09-04-2025,April,2025,04-02-2026 11:56,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,3.2,Normal,48,12,36,01-04-2025 07:20,31-03-2025 13:02,9.8,4.272405272
100081,2040,8604,16-04-2025,March,2025,04-02-2026 03:37,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,3.54,Rainy,115.79,16.6,49.78,01-04-2025 07:20,31-03-2025 13:02,2.28,4.5
100082,2156,8323,21-02-2025,February,2025,04-02-2026 16:38,Afternoon,Not Opened,Not Booked,Not Opened,Rider Not Found,Bike,0.72,Rainy,13.5,3.38,10.12,01-04-2025 07:20,31-03-2025 13:02,5.27,4.272405272
100083,2014,5234,28-04-2025,April,2025,04-02-2026 13:43,Afternoon,Opened,Not Booked,Not Opened,Rider Not Found,Bike,5.925,Normal,154.8,38.7,116.1,01-04-2025 07:20,31-03-2025 13:02,8.42,4.272405272
100084,2064,7274,16-04-2025,June,2025,04-02-2026 23:03,Night,Not Opened,Not Booked,Not Opened,Rider Not Found,Cab,8.67,Normal,303.45,75.86,227.59,01-04-2025 07:20,31-03-2025 13:02,1.65,4.272405272
100085,2520,6548,30-04-2025,April,2025,04-02-2026 06:24,Morning,Opened,Booked,Opened & Booked,Confirmed,Auto,5,Normal,110,27.5,82.5,01-04-2025 07:20,31-03-2025 13:02,6.93,3.8
100086,2343,8384,07-01-2025,January,2025,04-02-2026 00:55,Night,Not Opened,Not Booked,Not Opened,Rider Not Found,Bike,7.84,Normal,117.6,28.99,88.2,01-04-2025 07:20,31-03-2025 13:02,3.25,4.272405272
100087,2128,7010.238166,11-01-2025,January,2025,04-02-2026 01:57,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,0.68,Normal,10.2,2.55,7.65,01-04-2025 07:20,31-03-2025 13:02,1.45,4.272405272
100088,2471,5117,13-04-2025,April,2025,04-02-2026 14:59,Afternoon,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Auto,7.43,Normal,163.46,28.99,86.96,01-04-2025 07:20,31-03-2025 13:02,8,4.272405272
100089,2062,7101,02-03-2025,March,2025,04-02-2026 21:16,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,3.43,Normal,51.45,12.86,38.59,01-04-2025 07:20,31-03-2025 13:02,4.57,4.1
100090,2138,6673,09-03-2025,March,2025,04-02-2026 13:17,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,11.02,Rainy,206.62,28.99,154.96,01-04-2025 07:20,31-03-2025 13:02,5.27,4.9
100091,2297.121179,7612,02-06-2025,June,2025,04-02-2026 12:59,Afternoon,Opened,Booked,Opened & Booked,Cancelled by Customer,Bike,7.1,Rainy,133.12,33.28,99.84,01-04-2025 07:20,31-03-2025 13:02,6.87,4.272405272
100092,2592,6067,20-05-2025,May,2025,04-02-2026 11:56,Afternoon,Opened,Booked,Opened & Booked,Cancelled by Customer,Bike,6.39,Normal,95.85,28.99,71.89,01-04-2025 07:20,31-03-2025 13:02,1.67,4.272405272
100093,2391,8886,03-06-2025,January,2025,04-02-2026 13:22,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,3.54,Normal,53.1,28.99,39.82,01-04-2025 07:20,31-03-2025 13:02,5.27,4.4
100094,2418,7100,12-04-2025,April,2025,04-02-2026 14:04,Afternoon,Opened,Booked,Opened & Booked,Cancelled by Captain,Auto,3.56,Normal,78.32,19.58,58.74,01-04-2025 07:20,31-03-2025 13:02,4.47,4.272405272
100095,2288,8657,20-04-2025,January,2025,04-02-2026 20:03,Evening,Opened,Booked,Opened & Booked,Confirmed,Bike,7.78,Normal,116.7,29.18,87.52,01-04-2025 07:20,31-03-2025 13:02,2.28,4.3
100096,2378,5557,20-05-2025,May,2025,04-02-2026 23:58,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,3.51,Normal,65.81,16.45,49.36,01-04-2025 07:20,31-03-2025 13:02,3.95,4.8
100097,2489,8596,20-06-2025,June,2025,04-02-2026 20:58,Evening,Opened,Booked,Opened & Booked,Confirmed,Auto,3.39,Rainy,115.79,23.3,86.96,01-04-2025 07:20,31-03-2025 13:02,5.52,4.1
100098,2297.121179,8748,20-02-2025,February,2025,04-02-2026 14:14,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Auto,10.22,Normal,224.84,56.21,168.63,01-04-2025 07:20,31-03-2025 13:02,7.65,3.5
100099,2040,8173,27-04-2025,April,2025,04-02-2026 11:47,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,6.86,Normal,115.79,25.72,77.18,01-04-2025 07:20,31-03-2025 13:02,6.28,4.9
100100,2027,6815,14-06-2025,June,2025,04-02-2026 18:23,Evening,Opened,Booked,Opened & Booked,Confirmed,Auto,2.71,Normal,59.62,14.9,44.72,01-04-2025 07:20,31-03-2025 13:02,2.27,4.6
100101,2134,8841,15-02-2025,February,2025,04-02-2026 11:56,Night,Opened,Booked,Opened & Booked,Confirmed,Cab,7.66,Rainy,335.12,83.78,251.34,01-04-2025 07:20,31-03-2025 13:02,5.27,4.3
100102,2200,7005,22-02-2025,February,2025,04-02-2026 14:02,Afternoon,Opened,Booked,Opened & Booked,Cancelled by Captain,Cab,5.16,Normal,115.79,45.15,135.45,01-04-2025 07:20,31-03-2025 13:02,7.25,4.272405272
100103,2297.121179,8920,29-03-2025,January,2025,04-02-2026 18:36,Evening,Not Opened,Not Booked,Not Opened,Rider Not Found,Auto,0.7,Normal,115.79,3.85,11.55,01-04-2025 07:20,31-03-2025 13:02,4.75,4.272405272
100104,2047,7915,16-04-2025,May,2025,04-02-2026 03:11,Night,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Auto,4.5,Normal,99,24.75,74.25,01-04-2025 07:20,31-03-2025 13:02,5.5,4.272405272
100105,2502,5397,13-01-2025,January,2025,04-02-2026 16:58,Afternoon,Opened,Booked,Opened & Not Booked,Rider Not Found,Bike,2.85,Normal,42.75,10.69,32.06,01-04-2025 07:20,31-03-2025 13:02,2.9,4.272405272
100106,2406,8209,30-03-2025,March,2025,04-02-2026 18:46,Evening,Opened,Booked,Opened & Booked,Confirmed,Auto,6.77,Rainy,186.18,46.54,139.64,01-04-2025 07:20,31-03-2025 13:02,5.27,4.3
100107,2573,5674,05-05-2025,May,2025,04-02-2026 06:35,Morning,Opened,Booked,Opened & Booked,Cancelled by Captain,Auto,4.03,Normal,88.66,22.16,66.5,01-04-2025 07:20,31-03-2025 13:02,9.85,4.272405272
100108,2098,8992,28-04-2025,April,2025,04-02-2026 17:10,Evening,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,6.27,Normal,94.05,28.99,70.54,01-04-2025 07:20,31-03-2025 13:02,6.48,4.272405272
100109,2546,5386,23-02-2025,February,2025,04-02-2026 10:39,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,5.925,Normal,120,30,90,01-04-2025 07:20,31-03-2025 13:02,9.22,3.5
100110,2461,7158,26-04-2025,April,2025,04-02-2026 16:58,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Auto,5.925,Rainy,359.7,89.92,269.78,01-04-2025 07:20,31-03-2025 13:02,8.55,3.8
100111,2004,7661,28-04-2025,April,2025,04-02-2026 09:26,Morning,Not Opened,Not Booked,Not Opened,Rider Not Found,Cab,11.94,Normal,115.79,130.6,391.78,01-04-2025 07:20,31-03-2025 13:02,3.65,4.272405272
100112,2217,7064,04-01-2025,January,2025,04-02-2026 11:56,Night,Opened,Booked,Opened & Booked,Confirmed,Bike,6.67,Rainy,125.06,31.26,93.8,01-04-2025 07:20,31-03-2025 13:02,5.42,3.9
100113,2297.121179,8851,16-03-2025,January,2025,04-02-2026 14:33,Afternoon,Opened,Booked,Opened & Booked,Confirmed,Bike,5.84,Normal,87.6,21.9,65.7,01-04-2025 07:20,31-03-2025 13:02,2.03,4.272405272
100114,2397,7010.238166,18-02-2025,February,2025,04-02-2026 09:33,Morning,Opened,Booked,Opened & Booked,Cancelled by Captain,Auto,4.21,Rainy,115.78,28.94,86.84,01-04-2025 07:20,31-03-2025 13:02,2.65,4.272405272
100115,2392,5883,07-01-2025,January,2025,04-02-2026 03:59,Night,Opened,Not Booked,Opened & Not Booked,Rider Not Found,Bike,1.07,Normal,16.05,4.01,12.04,01-04-2025 07:20,31-03-2025 13:02,5.27,4.272405272
100116,2206,8607,20-04-2025,April,2025,04-02-2026 11:56,Night,Not Opened,Not Booked,Not Opened,Rider Not Found,Auto,0.86,Normal,18.92,4.73,14.19,01-04-2025 07:20,31-03-2025 13:02,7.3,4.272405272
100117,2014,5540,02-05-2025,May,2025,04-02-2026 03:51,Night,Opened,Booked,Opened & Booked,Cancelled by Customer,Bike,3.47,Normal,52.05,13.01,39.04,01-04-2025 07:20,31-03-2025 13:02,6.17,4.272405272
100118,2553,5170,11-01-2025,January,2025,04-02-2026 07:36,Morning,Opened,Booked,Opened & Booked,Confirmed,Bike,10.91,Normal,163.65,40.91,122.74,01-04-2025 07:20,31-03-2025 13:02,4.05,4.4
100119,2460,7456,16-04-2025,April,2025,04-02-2026 03:52,Night,Opened,Booked,Opened & Booked,Confirmed,Auto,10.81,Normal,237.82,59.46,178.36,01-04-2025 07:20,31-03-2025 13:02,5.98,4
